Provincias;Tasas;Sexo;Periodo;Total
18 Granada;Tasa de actividad;Ambos sexos;2018T3;57,79
18 Granada;Tasa de actividad;Ambos sexos;2018T2;56,34
18 Granada;Tasa de actividad;Ambos sexos;2018T1;57,53
18 Granada;Tasa de actividad;Ambos sexos;2017T4;57,45
18 Granada;Tasa de actividad;Ambos sexos;2017T3;58,26
18 Granada;Tasa de actividad;Ambos sexos;2017T2;58,58
18 Granada;Tasa de actividad;Ambos sexos;2017T1;58,60
18 Granada;Tasa de actividad;Ambos sexos;2016T4;58,35
18 Granada;Tasa de actividad;Ambos sexos;2016T3;58,07
18 Granada;Tasa de actividad;Ambos sexos;2016T2;59,77
18 Granada;Tasa de actividad;Ambos sexos;2016T1;58,48
18 Granada;Tasa de actividad;Ambos sexos;2015T4;58,22
18 Granada;Tasa de actividad;Ambos sexos;2015T3;58,01
18 Granada;Tasa de actividad;Ambos sexos;2015T2;58,56
18 Granada;Tasa de actividad;Ambos sexos;2015T1;58,97
18 Granada;Tasa de actividad;Ambos sexos;2014T4;59,60
18 Granada;Tasa de actividad;Ambos sexos;2014T3;58,89
18 Granada;Tasa de actividad;Ambos sexos;2014T2;59,06
18 Granada;Tasa de actividad;Ambos sexos;2014T1;57,94
18 Granada;Tasa de actividad;Ambos sexos;2013T4;58,38
18 Granada;Tasa de actividad;Ambos sexos;2013T3;59,56
18 Granada;Tasa de actividad;Ambos sexos;2013T2;58,32
18 Granada;Tasa de actividad;Ambos sexos;2013T1;58,78
18 Granada;Tasa de actividad;Ambos sexos;2012T4;58,91
18 Granada;Tasa de actividad;Ambos sexos;2012T3;58,41
18 Granada;Tasa de actividad;Ambos sexos;2012T2;58,29
18 Granada;Tasa de actividad;Ambos sexos;2012T1;56,12
18 Granada;Tasa de actividad;Ambos sexos;2011T4;56,34
18 Granada;Tasa de actividad;Ambos sexos;2011T3;57,37
18 Granada;Tasa de actividad;Ambos sexos;2011T2;56,10
18 Granada;Tasa de actividad;Ambos sexos;2011T1;56,84
18 Granada;Tasa de actividad;Ambos sexos;2010T4;56,76
18 Granada;Tasa de actividad;Ambos sexos;2010T3;56,45
18 Granada;Tasa de actividad;Ambos sexos;2010T2;56,81
18 Granada;Tasa de actividad;Ambos sexos;2010T1;57,02
18 Granada;Tasa de actividad;Ambos sexos;2009T4;56,63
18 Granada;Tasa de actividad;Ambos sexos;2009T3;56,68
18 Granada;Tasa de actividad;Ambos sexos;2009T2;56,58
18 Granada;Tasa de actividad;Ambos sexos;2009T1;56,44
18 Granada;Tasa de actividad;Ambos sexos;2008T4;55,82
18 Granada;Tasa de actividad;Ambos sexos;2008T3;56,89
18 Granada;Tasa de actividad;Ambos sexos;2008T2;57,03
18 Granada;Tasa de actividad;Ambos sexos;2008T1;55,55
18 Granada;Tasa de actividad;Ambos sexos;2007T4;55,57
18 Granada;Tasa de actividad;Ambos sexos;2007T3;53,68
18 Granada;Tasa de actividad;Ambos sexos;2007T2;54,02
18 Granada;Tasa de actividad;Ambos sexos;2007T1;54,74
18 Granada;Tasa de actividad;Ambos sexos;2006T4;53,44
18 Granada;Tasa de actividad;Ambos sexos;2006T3;54,19
18 Granada;Tasa de actividad;Ambos sexos;2006T2;53,25
18 Granada;Tasa de actividad;Ambos sexos;2006T1;52,94
18 Granada;Tasa de actividad;Ambos sexos;2005T4;52,13
18 Granada;Tasa de actividad;Ambos sexos;2005T3;51,62
18 Granada;Tasa de actividad;Ambos sexos;2005T2;51,18
18 Granada;Tasa de actividad;Ambos sexos;2005T1;50,82
18 Granada;Tasa de actividad;Ambos sexos;2004T4;48,75
18 Granada;Tasa de actividad;Ambos sexos;2004T3;48,76
18 Granada;Tasa de actividad;Ambos sexos;2004T2;50,31
18 Granada;Tasa de actividad;Ambos sexos;2004T1;52,35
18 Granada;Tasa de actividad;Ambos sexos;2003T4;52,70
18 Granada;Tasa de actividad;Ambos sexos;2003T3;50,96
18 Granada;Tasa de actividad;Ambos sexos;2003T2;51,33
18 Granada;Tasa de actividad;Ambos sexos;2003T1;51,62
18 Granada;Tasa de actividad;Ambos sexos;2002T4;50,18
18 Granada;Tasa de actividad;Ambos sexos;2002T3;50,19
18 Granada;Tasa de actividad;Ambos sexos;2002T2;49,81
18 Granada;Tasa de actividad;Ambos sexos;2002T1;49,63
18 Granada;Tasa de paro de la población;Ambos sexos;2026T1;15,05
18 Granada;Tasa de paro de la población;Ambos sexos;2025T4;17,30
18 Granada;Tasa de paro de la población;Ambos sexos;2025T3;19,01
18 Granada;Tasa de paro de la población;Ambos sexos;2025T2;18,05
18 Granada;Tasa de paro de la población;Ambos sexos;2025T1;19,64
18 Granada;Tasa de paro de la población;Ambos sexos;2024T4;19,99
18 Granada;Tasa de paro de la población;Ambos sexos;2024T3;22,14
18 Granada;Tasa de paro de la población;Ambos sexos;2024T2;21,20
18 Granada;Tasa de paro de la población;Ambos sexos;2024T1;22,41
18 Granada;Tasa de paro de la población;Ambos sexos;2023T4;21,60
18 Granada;Tasa de paro de la población;Ambos sexos;2023T3;21,71
18 Granada;Tasa de paro de la población;Ambos sexos;2023T2;18,48
18 Granada;Tasa de paro de la población;Ambos sexos;2023T1;20,24
18 Granada;Tasa de paro de la población;Ambos sexos;2022T4;19,66
18 Granada;Tasa de paro de la población;Ambos sexos;2022T3;22,59
18 Granada;Tasa de paro de la población;Ambos sexos;2022T2;22,27
18 Granada;Tasa de paro de la población;Ambos sexos;2022T1;19,31
18 Granada;Tasa de paro de la población;Ambos sexos;2021T4;20,58
18 Granada;Tasa de paro de la población;Ambos sexos;2021T3;22,57
18 Granada;Tasa de paro de la población;Ambos sexos;2021T2;23,41
18 Granada;Tasa de paro de la población;Ambos sexos;2021T1;23,96
18 Granada;Tasa de paro de la población;Ambos sexos;2020T4;24,84
18 Granada;Tasa de paro de la población;Ambos sexos;2020T3;25,94
18 Granada;Tasa de paro de la población;Ambos sexos;2020T2;25,24
18 Granada;Tasa de paro de la población;Ambos sexos;2020T1;19,08
18 Granada;Tasa de paro de la población;Ambos sexos;2019T4;19,68
18 Granada;Tasa de paro de la población;Ambos sexos;2019T3;23,49
18 Granada;Tasa de paro de la población;Ambos sexos;2019T2;24,00
18 Granada;Tasa de paro de la población;Ambos sexos;2019T1;21,67
18 Granada;Tasa de paro de la población;Ambos sexos;2018T4;22,44
18 Granada;Tasa de paro de la población;Ambos sexos;2018T3;24,53
18 Granada;Tasa de paro de la población;Ambos sexos;2018T2;23,81
18 Granada;Tasa de paro de la población;Ambos sexos;2018T1;25,21
18 Granada;Tasa de paro de la población;Ambos sexos;2017T4;25,87
18 Granada;Tasa de paro de la población;Ambos sexos;2017T3;26,95
18 Granada;Tasa de paro de la población;Ambos sexos;2017T2;24,61
18 Granada;Tasa de paro de la población;Ambos sexos;2017T1;25,66
18 Granada;Tasa de paro de la población;Ambos sexos;2016T4;28,89
18 Granada;Tasa de paro de la población;Ambos sexos;2016T3;29,07
18 Granada;Tasa de paro de la población;Ambos sexos;2016T2;32,14
18 Granada;Tasa de paro de la población;Ambos sexos;2016T1;29,65
18 Granada;Tasa de paro de la población;Ambos sexos;2015T4;28,82
18 Granada;Tasa de paro de la población;Ambos sexos;2015T3;29,73
18 Granada;Tasa de paro de la población;Ambos sexos;2015T2;31,12
18 Granada;Tasa de paro de la población;Ambos sexos;2015T1;34,10
18 Granada;Tasa de paro de la población;Ambos sexos;2014T4;35,11
18 Granada;Tasa de paro de la población;Ambos sexos;2014T3;36,30
18 Granada;Tasa de paro de la población;Ambos sexos;2014T2;36,61
18 Granada;Tasa de paro de la población;Ambos sexos;2014T1;35,64
18 Granada;Tasa de paro de la población;Ambos sexos;2013T4;35,82
18 Granada;Tasa de paro de la población;Ambos sexos;2013T3;38,25
18 Granada;Tasa de paro de la población;Ambos sexos;2013T2;36,90
18 Granada;Tasa de paro de la población;Ambos sexos;2013T1;37,17
18 Granada;Tasa de paro de la población;Ambos sexos;2012T4;37,43
18 Granada;Tasa de paro de la población;Ambos sexos;2012T3;36,97
18 Granada;Tasa de paro de la población;Ambos sexos;2012T2;36,28
18 Granada;Tasa de paro de la población;Ambos sexos;2012T1;31,67
18 Granada;Tasa de paro de la población;Ambos sexos;2011T4;29,01
18 Granada;Tasa de paro de la población;Ambos sexos;2011T3;30,20
18 Granada;Tasa de paro de la población;Ambos sexos;2011T2;28,68
18 Granada;Tasa de paro de la población;Ambos sexos;2011T1;28,60
18 Granada;Tasa de paro de la población;Ambos sexos;2010T4;28,88
18 Granada;Tasa de paro de la población;Ambos sexos;2010T3;30,51
18 Granada;Tasa de paro de la población;Ambos sexos;2010T2;28,89
18 Granada;Tasa de paro de la población;Ambos sexos;2010T1;26,66
18 Granada;Tasa de paro de la población;Ambos sexos;2009T4;27,81
18 Granada;Tasa de paro de la población;Ambos sexos;2009T3;27,33
18 Granada;Tasa de paro de la población;Ambos sexos;2009T2;25,85
18 Granada;Tasa de paro de la población;Ambos sexos;2009T1;23,90
18 Granada;Tasa de paro de la población;Ambos sexos;2008T4;23,39
18 Granada;Tasa de paro de la población;Ambos sexos;2008T3;20,50
18 Granada;Tasa de paro de la población;Ambos sexos;2008T2;18,45
18 Granada;Tasa de paro de la población;Ambos sexos;2008T1;14,97
18 Granada;Tasa de paro de la población;Ambos sexos;2007T4;13,85
18 Granada;Tasa de paro de la población;Ambos sexos;2007T3;11,35
18 Granada;Tasa de paro de la población;Ambos sexos;2007T2;11,73
18 Granada;Tasa de paro de la población;Ambos sexos;2007T1;10,60
18 Granada;Tasa de paro de la población;Ambos sexos;2006T4;10,55
18 Granada;Tasa de paro de la población;Ambos sexos;2006T3;11,96
18 Granada;Tasa de paro de la población;Ambos sexos;2006T2;10,33
18 Granada;Tasa de paro de la población;Ambos sexos;2006T1;11,10
18 Granada;Tasa de paro de la población;Ambos sexos;2005T4;13,14
18 Granada;Tasa de paro de la población;Ambos sexos;2005T3;12,69
18 Granada;Tasa de paro de la población;Ambos sexos;2005T2;12,51
18 Granada;Tasa de paro de la población;Ambos sexos;2005T1;14,13
18 Granada;Tasa de paro de la población;Ambos sexos;2004T4;9,41
18 Granada;Tasa de paro de la población;Ambos sexos;2004T3;11,50
18 Granada;Tasa de paro de la población;Ambos sexos;2004T2;14,72
18 Granada;Tasa de paro de la población;Ambos sexos;2004T1;17,88
18 Granada;Tasa de paro de la población;Ambos sexos;2003T4;18,80
18 Granada;Tasa de paro de la población;Ambos sexos;2003T3;15,34
18 Granada;Tasa de paro de la población;Ambos sexos;2003T2;16,28
18 Granada;Tasa de paro de la población;Ambos sexos;2003T1;20,93
18 Granada;Tasa de paro de la población;Ambos sexos;2002T4;20,78
18 Granada;Tasa de paro de la población;Ambos sexos;2002T3;19,41
18 Granada;Tasa de paro de la población;Ambos sexos;2002T2;17,59
18 Granada;Tasa de paro de la población;Ambos sexos;2002T1;20,92
18 Granada;Tasa de empleo de la población;Ambos sexos;2026T1;46,38
18 Granada;Tasa de empleo de la población;Ambos sexos;2025T4;45,88
18 Granada;Tasa de empleo de la población;Ambos sexos;2025T3;46,73
18 Granada;Tasa de empleo de la población;Ambos sexos;2025T2;45,01
18 Granada;Tasa de empleo de la población;Ambos sexos;2025T1;44,58
18 Granada;Tasa de empleo de la población;Ambos sexos;2024T4;44,88
18 Granada;Tasa de empleo de la población;Ambos sexos;2024T3;43,67
18 Granada;Tasa de empleo de la población;Ambos sexos;2024T2;44,58
18 Granada;Tasa de empleo de la población;Ambos sexos;2024T1;44,21
18 Granada;Tasa de empleo de la población;Ambos sexos;2023T4;45,63
18 Granada;Tasa de empleo de la población;Ambos sexos;2023T3;46,76
18 Granada;Tasa de empleo de la población;Ambos sexos;2023T2;47,47
18 Granada;Tasa de empleo de la población;Ambos sexos;2023T1;45,84
18 Granada;Tasa de empleo de la población;Ambos sexos;2022T4;45,61
18 Granada;Tasa de empleo de la población;Ambos sexos;2022T3;45,03
18 Granada;Tasa de empleo de la población;Ambos sexos;2022T2;45,24
18 Granada;Tasa de empleo de la población;Ambos sexos;2022T1;45,60
18 Granada;Tasa de empleo de la población;Ambos sexos;2021T4;45,56
18 Granada;Tasa de empleo de la población;Ambos sexos;2021T3;44,24
18 Granada;Tasa de empleo de la población;Ambos sexos;2021T2;44,08
18 Granada;Tasa de empleo de la población;Ambos sexos;2021T1;42,74
18 Granada;Tasa de empleo de la población;Ambos sexos;2020T4;41,73
18 Granada;Tasa de empleo de la población;Ambos sexos;2020T3;40,06
18 Granada;Tasa de empleo de la población;Ambos sexos;2020T2;38,85
18 Granada;Tasa de empleo de la población;Ambos sexos;2020T1;43,80
18 Granada;Tasa de empleo de la población;Ambos sexos;2019T4;44,61
18 Granada;Tasa de empleo de la población;Ambos sexos;2019T3;42,98
18 Granada;Tasa de empleo de la población;Ambos sexos;2019T2;43,44
18 Granada;Tasa de empleo de la población;Ambos sexos;2019T1;43,63
18 Granada;Tasa de empleo de la población;Ambos sexos;2018T4;43,42
18 Granada;Tasa de empleo de la población;Ambos sexos;2018T3;43,62
18 Granada;Tasa de empleo de la población;Ambos sexos;2018T2;42,93
18 Granada;Tasa de empleo de la población;Ambos sexos;2018T1;43,03
18 Granada;Tasa de empleo de la población;Ambos sexos;2017T4;42,59
18 Granada;Tasa de empleo de la población;Ambos sexos;2017T3;42,56
18 Granada;Tasa de empleo de la población;Ambos sexos;2017T2;44,17
18 Granada;Tasa de empleo de la población;Ambos sexos;2017T1;43,56
18 Granada;Tasa de empleo de la población;Ambos sexos;2016T4;41,49
18 Granada;Tasa de empleo de la población;Ambos sexos;2016T3;41,19
18 Granada;Tasa de empleo de la población;Ambos sexos;2016T2;40,56
18 Granada;Tasa de empleo de la población;Ambos sexos;2016T1;41,14
18 Granada;Tasa de empleo de la población;Ambos sexos;2015T4;41,44
18 Granada;Tasa de empleo de la población;Ambos sexos;2015T3;40,76
18 Granada;Tasa de empleo de la población;Ambos sexos;2015T2;40,33
18 Granada;Tasa de empleo de la población;Ambos sexos;2015T1;38,86
18 Granada;Tasa de empleo de la población;Ambos sexos;2014T4;38,67
18 Granada;Tasa de empleo de la población;Ambos sexos;2014T3;37,51
18 Granada;Tasa de empleo de la población;Ambos sexos;2014T2;37,44
18 Granada;Tasa de empleo de la población;Ambos sexos;2014T1;37,29
18 Granada;Tasa de empleo de la población;Ambos sexos;2013T4;37,47
18 Granada;Tasa de empleo de la población;Ambos sexos;2013T3;36,78
18 Granada;Tasa de empleo de la población;Ambos sexos;2013T2;36,80
18 Granada;Tasa de empleo de la población;Ambos sexos;2013T1;36,93
18 Granada;Tasa de empleo de la población;Ambos sexos;2012T4;36,86
18 Granada;Tasa de empleo de la población;Ambos sexos;2012T3;36,82
18 Granada;Tasa de empleo de la población;Ambos sexos;2012T2;37,14
18 Granada;Tasa de empleo de la población;Ambos sexos;2012T1;38,34
18 Granada;Tasa de empleo de la población;Ambos sexos;2011T4;39,99
18 Granada;Tasa de empleo de la población;Ambos sexos;2011T3;40,05
18 Granada;Tasa de empleo de la población;Ambos sexos;2011T2;40,01
18 Granada;Tasa de empleo de la población;Ambos sexos;2011T1;40,58
18 Granada;Tasa de empleo de la población;Ambos sexos;2010T4;40,37
18 Granada;Tasa de empleo de la población;Ambos sexos;2010T3;39,23
18 Granada;Tasa de empleo de la población;Ambos sexos;2010T2;40,40
18 Granada;Tasa de empleo de la población;Ambos sexos;2010T1;41,82
18 Granada;Tasa de empleo de la población;Ambos sexos;2009T4;40,88
18 Granada;Tasa de empleo de la población;Ambos sexos;2009T3;41,19
18 Granada;Tasa de empleo de la población;Ambos sexos;2009T2;41,95
18 Granada;Tasa de empleo de la población;Ambos sexos;2009T1;42,95
18 Granada;Tasa de empleo de la población;Ambos sexos;2008T4;42,77
18 Granada;Tasa de empleo de la población;Ambos sexos;2008T3;45,23
18 Granada;Tasa de empleo de la población;Ambos sexos;2008T2;46,51
18 Granada;Tasa de empleo de la población;Ambos sexos;2008T1;47,23
18 Granada;Tasa de empleo de la población;Ambos sexos;2007T4;47,87
18 Granada;Tasa de empleo de la población;Ambos sexos;2007T3;47,59
18 Granada;Tasa de empleo de la población;Ambos sexos;2007T2;47,68
18 Granada;Tasa de empleo de la población;Ambos sexos;2007T1;48,93
18 Granada;Tasa de empleo de la población;Ambos sexos;2006T4;47,80
18 Granada;Tasa de empleo de la población;Ambos sexos;2006T3;47,71
18 Granada;Tasa de empleo de la población;Ambos sexos;2006T2;47,75
18 Granada;Tasa de empleo de la población;Ambos sexos;2006T1;47,07
18 Granada;Tasa de empleo de la población;Ambos sexos;2005T4;45,28
18 Granada;Tasa de empleo de la población;Ambos sexos;2005T3;45,07
18 Granada;Tasa de empleo de la población;Ambos sexos;2005T2;44,78
18 Granada;Tasa de empleo de la población;Ambos sexos;2005T1;43,63
18 Granada;Tasa de empleo de la población;Ambos sexos;2004T4;44,16
18 Granada;Tasa de empleo de la población;Ambos sexos;2004T3;43,16
18 Granada;Tasa de empleo de la población;Ambos sexos;2004T2;42,90
18 Granada;Tasa de empleo de la población;Ambos sexos;2004T1;43,00
18 Granada;Tasa de empleo de la población;Ambos sexos;2003T4;42,79
18 Granada;Tasa de empleo de la población;Ambos sexos;2003T3;43,15
18 Granada;Tasa de empleo de la población;Ambos sexos;2003T2;42,98
18 Granada;Tasa de empleo de la población;Ambos sexos;2003T1;40,82
18 Granada;Tasa de empleo de la población;Ambos sexos;2002T4;39,76
18 Granada;Tasa de empleo de la población;Ambos sexos;2002T3;40,44
18 Granada;Tasa de empleo de la población;Ambos sexos;2002T2;41,05
18 Granada;Tasa de empleo de la población;Ambos sexos;2002T1;39,25
19 Guadalajara;Tasa de actividad;Ambos sexos;2026T1;62,15
19 Guadalajara;Tasa de actividad;Ambos sexos;2025T4;63,06
19 Guadalajara;Tasa de actividad;Ambos sexos;2025T3;64,56
19 Guadalajara;Tasa de actividad;Ambos sexos;2025T2;62,53
19 Guadalajara;Tasa de actividad;Ambos sexos;2025T1;62,96
19 Guadalajara;Tasa de actividad;Ambos sexos;2024T4;64,76
19 Guadalajara;Tasa de actividad;Ambos sexos;2024T3;64,61
19 Guadalajara;Tasa de actividad;Ambos sexos;2024T2;65,46
19 Guadalajara;Tasa de actividad;Ambos sexos;2024T1;62,86
19 Guadalajara;Tasa de actividad;Ambos sexos;2023T4;64,79
19 Guadalajara;Tasa de actividad;Ambos sexos;2023T3;63,22
19 Guadalajara;Tasa de actividad;Ambos sexos;2023T2;64,04
19 Guadalajara;Tasa de actividad;Ambos sexos;2023T1;64,34
19 Guadalajara;Tasa de actividad;Ambos sexos;2022T4;64,01
19 Guadalajara;Tasa de actividad;Ambos sexos;2022T3;63,26
19 Guadalajara;Tasa de actividad;Ambos sexos;2022T2;62,60
19 Guadalajara;Tasa de actividad;Ambos sexos;2022T1;60,22
19 Guadalajara;Tasa de actividad;Ambos sexos;2021T4;59,35
19 Guadalajara;Tasa de actividad;Ambos sexos;2021T3;61,62
19 Guadalajara;Tasa de actividad;Ambos sexos;2021T2;60,82
19 Guadalajara;Tasa de actividad;Ambos sexos;2021T1;61,16
19 Guadalajara;Tasa de actividad;Ambos sexos;2020T4;62,50
19 Guadalajara;Tasa de actividad;Ambos sexos;2020T3;62,48
19 Guadalajara;Tasa de actividad;Ambos sexos;2020T2;61,10
19 Guadalajara;Tasa de actividad;Ambos sexos;2020T1;63,49
19 Guadalajara;Tasa de actividad;Ambos sexos;2019T4;66,25
19 Guadalajara;Tasa de actividad;Ambos sexos;2019T3;66,54
19 Guadalajara;Tasa de actividad;Ambos sexos;2019T2;67,90
19 Guadalajara;Tasa de actividad;Ambos sexos;2019T1;66,64
19 Guadalajara;Tasa de actividad;Ambos sexos;2018T4;67,85
19 Guadalajara;Tasa de actividad;Ambos sexos;2018T3;67,03
19 Guadalajara;Tasa de actividad;Ambos sexos;2018T2;65,72
19 Guadalajara;Tasa de actividad;Ambos sexos;2018T1;64,63
19 Guadalajara;Tasa de actividad;Ambos sexos;2017T4;64,68
19 Guadalajara;Tasa de actividad;Ambos sexos;2017T3;63,66
19 Guadalajara;Tasa de actividad;Ambos sexos;2017T2;64,00
19 Guadalajara;Tasa de actividad;Ambos sexos;2017T1;64,45
19 Guadalajara;Tasa de actividad;Ambos sexos;2016T4;65,71
19 Guadalajara;Tasa de actividad;Ambos sexos;2016T3;64,51
19 Guadalajara;Tasa de actividad;Ambos sexos;2016T2;65,23
19 Guadalajara;Tasa de actividad;Ambos sexos;2016T1;65,43
19 Guadalajara;Tasa de actividad;Ambos sexos;2015T4;66,65
19 Guadalajara;Tasa de actividad;Ambos sexos;2015T3;66,68
19 Guadalajara;Tasa de actividad;Ambos sexos;2015T2;64,93
19 Guadalajara;Tasa de actividad;Ambos sexos;2015T1;66,18
19 Guadalajara;Tasa de actividad;Ambos sexos;2014T4;65,84
19 Guadalajara;Tasa de actividad;Ambos sexos;2014T3;65,13
19 Guadalajara;Tasa de actividad;Ambos sexos;2014T2;65,70
19 Guadalajara;Tasa de actividad;Ambos sexos;2014T1;64,30
19 Guadalajara;Tasa de actividad;Ambos sexos;2013T4;62,62
19 Guadalajara;Tasa de actividad;Ambos sexos;2013T3;62,82
19 Guadalajara;Tasa de actividad;Ambos sexos;2013T2;65,56
19 Guadalajara;Tasa de actividad;Ambos sexos;2013T1;65,66
19 Guadalajara;Tasa de actividad;Ambos sexos;2012T4;66,32
19 Guadalajara;Tasa de actividad;Ambos sexos;2012T3;65,48
19 Guadalajara;Tasa de actividad;Ambos sexos;2012T2;65,79
19 Guadalajara;Tasa de actividad;Ambos sexos;2012T1;63,09
19 Guadalajara;Tasa de actividad;Ambos sexos;2011T4;63,33
19 Guadalajara;Tasa de actividad;Ambos sexos;2011T3;62,03
19 Guadalajara;Tasa de actividad;Ambos sexos;2011T2;63,50
19 Guadalajara;Tasa de actividad;Ambos sexos;2011T1;63,46
19 Guadalajara;Tasa de actividad;Ambos sexos;2010T4;62,43
19 Guadalajara;Tasa de actividad;Ambos sexos;2010T3;63,94
19 Guadalajara;Tasa de actividad;Ambos sexos;2010T2;62,92
19 Guadalajara;Tasa de actividad;Ambos sexos;2010T1;62,96
19 Guadalajara;Tasa de actividad;Ambos sexos;2009T4;62,00
19 Guadalajara;Tasa de actividad;Ambos sexos;2009T3;60,88
19 Guadalajara;Tasa de actividad;Ambos sexos;2009T2;61,28
19 Guadalajara;Tasa de actividad;Ambos sexos;2009T1;62,88
19 Guadalajara;Tasa de actividad;Ambos sexos;2008T4;62,34
19 Guadalajara;Tasa de actividad;Ambos sexos;2008T3;59,39
19 Guadalajara;Tasa de actividad;Ambos sexos;2008T2;60,84
19 Guadalajara;Tasa de actividad;Ambos sexos;2008T1;60,96
19 Guadalajara;Tasa de actividad;Ambos sexos;2007T4;59,28
19 Guadalajara;Tasa de actividad;Ambos sexos;2007T3;59,34
19 Guadalajara;Tasa de actividad;Ambos sexos;2007T2;60,28
19 Guadalajara;Tasa de actividad;Ambos sexos;2007T1;58,61
19 Guadalajara;Tasa de actividad;Ambos sexos;2006T4;60,12
19 Guadalajara;Tasa de actividad;Ambos sexos;2006T3;59,03
19 Guadalajara;Tasa de actividad;Ambos sexos;2006T2;59,08
19 Guadalajara;Tasa de actividad;Ambos sexos;2006T1;59,12
19 Guadalajara;Tasa de actividad;Ambos sexos;2005T4;59,56
19 Guadalajara;Tasa de actividad;Ambos sexos;2005T3;59,40
19 Guadalajara;Tasa de actividad;Ambos sexos;2005T2;58,89
19 Guadalajara;Tasa de actividad;Ambos sexos;2005T1;58,49
19 Guadalajara;Tasa de actividad;Ambos sexos;2004T4;56,99
19 Guadalajara;Tasa de actividad;Ambos sexos;2004T3;57,23
19 Guadalajara;Tasa de actividad;Ambos sexos;2004T2;55,87
19 Guadalajara;Tasa de actividad;Ambos sexos;2004T1;56,14
19 Guadalajara;Tasa de actividad;Ambos sexos;2003T4;54,85
19 Guadalajara;Tasa de actividad;Ambos sexos;2003T3;53,88
19 Guadalajara;Tasa de actividad;Ambos sexos;2003T2;53,20
19 Guadalajara;Tasa de actividad;Ambos sexos;2003T1;53,01
19 Guadalajara;Tasa de actividad;Ambos sexos;2002T4;52,41
19 Guadalajara;Tasa de actividad;Ambos sexos;2002T3;51,66
19 Guadalajara;Tasa de actividad;Ambos sexos;2002T2;51,53
19 Guadalajara;Tasa de actividad;Ambos sexos;2002T1;51,14
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2026T1;8,96
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2025T4;10,62
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2025T3;11,62
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2025T2;9,06
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2025T1;10,69
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2024T4;10,58
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2024T3;9,24
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2024T2;12,28
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2024T1;11,40
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2023T4;9,05
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2023T3;11,24
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2023T2;9,23
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2023T1;9,94
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2022T4;10,84
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2022T3;12,17
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2022T2;11,64
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2022T1;10,04
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2021T4;11,22
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2021T3;10,99
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2021T2;14,64
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2021T1;14,14
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2020T4;13,96
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2020T3;15,45
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2020T2;17,05
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2020T1;13,02
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2019T4;13,37
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2019T3;12,40
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2019T2;11,55
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2019T1;11,26
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2018T4;11,69
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2018T3;10,19
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2018T2;10,99
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2018T1;12,92
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2017T4;10,48
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2017T3;12,47
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2017T2;15,43
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2017T1;17,25
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2016T4;17,85
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2016T3;18,26
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2016T2;17,24
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2016T1;17,80
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2015T4;19,29
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2015T3;19,09
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2015T2;18,60
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2015T1;20,20
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2014T4;23,46
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2014T3;21,83
